,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
14673,Royal Palace of White Sword and The City of Gentiles,13,2009.0,7,497,0.0,0.02,0.0,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14674,Triple Pack: Xbox Live Arcade Compilation,28,2011.0,3,325,0.03,0.0,0.0,0.0,0.03,70.0,4.0,7.8,4.0,1586,7
14675,Gekido Advance: Kintaro's Revenge,6,2002.0,0,569,0.02,0.01,0.0,0.0,0.03,70.0,7.0,7,4.0,986,7
14676,Dream Pinball 3D,4,2008.0,3,463,0.03,0.0,0.0,0.0,0.03,70.0,4.0,7.8,4.0,1500,2
14677,Future Tactics: The Uprising,29,2004.0,11,259,0.02,0.01,0.0,0.0,0.03,61.0,24.0,7.8,4.0,1539,1
14678,Winter Sports 3: The Great Tournament,17,2010.0,10,518,0.0,0.02,0.0,0.01,0.03,70.0,4.0,7.8,4.0,23,1
14679,Power Poke Dash,6,2006.0,10,277,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14680,Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 4: Shinseiki Evangelion - Saigo no Mono,4,2009.0,3,110,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14681,Detective Opera: Milky Holmes 2,19,2012.0,1,79,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14682,Nisekoi: Yomeiri!?,20,2014.0,1,277,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14683,Blaze Union: Story to Reach the Future,19,2010.0,7,473,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14684,Barbie and Her Sisters Puppy Rescue,26,2015.0,0,349,0.0,0.03,0.0,0.0,0.03,70.0,4.0,7.8,4.0,1503,1
14685,Handball 16,17,2015.0,10,69,0.0,0.02,0.0,0.0,0.03,70.0,4.0,7.8,4.0,458,1
14686,Commander: Conquest of the Americas,13,2010.0,11,392,0.0,0.02,0.0,0.0,0.03,68.0,16.0,5.2,19.0,1031,7
14687,World of Tanks,28,2008.0,8,139,0.0,0.03,0.0,0.0,0.03,70.0,4.0,5.2,9.0,933,1
14688,LEGO Pirates of the Caribbean: The Video Game,13,2011.0,0,127,0.03,0.0,0.0,0.0,0.03,73.0,11.0,6.6,17.0,1511,2
14689,Race Driver 2006,19,2006.0,6,91,0.03,0.0,0.0,0.0,0.03,81.0,16.0,8.5,6.0,1397,7
14690,Higurashi no Naku Koro ni Kizuna: Dai-Yon-Kan - Kizuna,4,2010.0,1,30,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14691,Samurai Warriors: Sanada Maru,18,2016.0,0,503,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1054,1
14692,Buffy the Vampire Slayer: Wrath of the Darkhul King,6,2003.0,0,491,0.02,0.01,0.0,0.0,0.03,44.0,16.0,8.6,5.0,987,7
14693,Battlefield 1942: The WW II Anthology,13,2004.0,8,139,0.01,0.01,0.0,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14694,Genkai Tokki: Seven Pirates,20,2016.0,7,98,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14695,Gekiatsu!! Pachi Game Tamashi Vol. 2: CR Evangelion - Shinjitsu no Tsubasa,17,2011.0,3,533,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14696,Parfait,20,2015.0,1,490,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14697,Mighty No. 9,27,2016.0,4,121,0.02,0.01,0.0,0.0,0.03,48.0,9.0,4.6,78.0,744,2
14698,Roadsters,15,2000.0,6,512,0.02,0.01,0.0,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14699,Merv Griffin's Crosswords,4,2008.0,5,535,0.03,0.0,0.0,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14700,DeathSmiles II,28,2010.0,8,86,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14701,The Great Mystery Hidden Object Package 5,13,2015.0,1,435,0.0,0.03,0.0,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14702,Kenka Bancho Otome,20,2016.0,0,446,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14703,Calcio Bit,6,2006.0,10,361,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14704,Star Trek: The Game,13,2013.0,0,349,0.0,0.02,0.0,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14705,Whiteout,29,2002.0,6,277,0.02,0.01,0.0,0.0,0.03,58.0,4.0,7.8,4.0,815,7
14706,Galaxy Angel II: Zettairyouiki no Tobira,16,2006.0,11,78,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14707,Kung Fu Panda: Legendary Warriors,4,2008.0,0,21,0.02,0.0,0.0,0.0,0.03,73.0,7.0,7.8,4.0,108,2
14708,Hyakumanton no Bara Bara,19,2010.0,11,458,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14709,Superdimension Neptune vs Sega Hard Girls,20,2016.0,7,234,0.0,0.02,0.0,0.01,0.03,73.0,16.0,8.4,12.0,314,7
14710,The Talos Principle,18,2015.0,5,125,0.0,0.02,0.0,0.0,0.03,88.0,31.0,8.4,124.0,342,2
14711,Hajime no Ippo: The Fighting,6,2002.0,2,134,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14712,Sokukoku no Kusabi: Hiiro no Kakera 3 Portable,19,2010.0,1,233,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14713,Spectral Souls: Resurrection of the Ethereal Empires,19,2005.0,7,233,0.03,0.0,0.0,0.0,0.03,47.0,27.0,8.2,12.0,1003,7
14714,Syberia II,29,2004.0,1,528,0.02,0.01,0.0,0.0,0.03,71.0,7.0,8.7,6.0,931,7
14715,Motor Trend presents Lotus Challenge,29,2003.0,6,559,0.02,0.01,0.0,0.0,0.03,61.0,9.0,7.8,4.0,824,1
14716,Braid,13,2009.0,4,371,0.0,0.02,0.0,0.0,0.03,90.0,11.0,8.6,819.0,1046,2
14717,Gudetama: Hanjuku de Tanomuwa,2,2015.0,0,434,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14718,LEGO Legends of Chima: Laval's Journey,4,2013.0,1,533,0.0,0.03,0.0,0.0,0.03,70.0,4.0,7.8,4.0,1432,2
14719,Bleach DS 4th: Flame Bringer,4,2009.0,0,448,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14720,Syberia,13,2002.0,0,323,0.0,0.02,0.0,0.0,0.03,82.0,26.0,8.5,235.0,931,7
14721,Pacific Liberator,26,2009.0,0,570,0.03,0.0,0.0,0.0,0.03,70.0,4.0,7.8,4.0,1458,7
14722,Tago Akira no Atama no Taisou Dai-2-Shuu: Ginga Oudan Nazotoki Adventure,4,2009.0,1,283,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14723,The King of Fighters Portable '94~'98: Chapter of Orochi,19,2010.0,2,440,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14724,Puzzle Challenge: Crosswords and More!,26,2009.0,5,101,0.03,0.0,0.0,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14725,Turn It Around,4,2006.0,0,6,0.03,0.0,0.0,0.0,0.03,39.0,11.0,4.5,4.0,1436,1
14726,Nisenochigiri: Omoide no Saki e,19,2011.0,1,233,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14727,Jack Keane,13,2008.0,1,267,0.0,0.02,0.0,0.0,0.03,69.0,25.0,7,21.0,842,7
14728,Girls Only,4,2010.0,9,163,0.03,0.0,0.0,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14729,Monsters vs. Aliens,13,2009.0,0,21,0.01,0.01,0.0,0.0,0.03,63.0,8.0,6.2,5.0,168,2
14730,In Cold Blood,15,2000.0,1,458,0.02,0.01,0.0,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14731,Fireblade,7,2002.0,0,327,0.02,0.01,0.0,0.0,0.03,70.0,4.0,7.8,4.0,824,7
14732,Kamigami no Asobi,19,2013.0,1,78,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14733,Harukanaru Toki no Naka de 6,20,2015.0,0,503,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14734,Kong: King of Atlantis,6,2005.0,0,491,0.02,0.01,0.0,0.0,0.03,70.0,4.0,7.8,4.0,1322,1
14735,Kidou Senshi V Gundam,23,1994.0,0,349,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14736,Ganbare Goemon: Toukai Douchuu Ooedo Tengurigaeshi no Maki,4,2005.0,0,277,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14737,Wrestle Angels: Survivor 2,16,2008.0,2,522,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14738,Onechanbara Z Kagura,28,2012.0,0,110,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14739,Ride,13,2015.0,6,330,0.0,0.03,0.0,0.0,0.03,68.0,8.0,4.8,30.0,946,1
14740,The King of Fighters 02/03,29,2005.0,2,440,0.02,0.01,0.0,0.0,0.03,76.0,23.0,7.8,4.0,1262,7
14741,ESPN Winter X Games: Snowboarding 2002,29,2002.0,10,277,0.02,0.01,0.0,0.0,0.03,71.0,8.0,7.8,4.0,815,7
14742,Mega Minis Volume 2,19,2011.0,3,458,0.0,0.02,0.0,0.01,0.03,70.0,4.0,7.8,4.0,1539,1
14743,Safari Adventures: Africa,4,2008.0,1,353,0.03,0.0,0.0,0.0,0.03,70.0,4.0,7.8,4.0,319,1
14744,Tsuku Monogatari,19,2011.0,1,167,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14745,Vitamin Z,16,2009.0,1,110,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14746,Kaitou Tenshi Twin Angel: Toki to Sekai no Meikyuu,19,2011.0,1,30,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14747,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wu-Hen,19,2010.0,1,565,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14748,Battle vs. Chess,13,2008.0,3,516,0.0,0.02,0.0,0.0,0.03,69.0,5.0,5.9,12.0,1447,7
14749,Harukanaru Toki no Naka de 5: Kazahanaki,19,2012.0,7,19,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14750,The Island of Dr. Frankenstein,26,2009.0,1,474,0.03,0.0,0.0,0.0,0.03,26.0,6.0,7.8,4.0,1383,1
14751,Tom and Jerry in War of the Whiskers,29,2008.0,2,533,0.02,0.01,0.0,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14752,Nobunaga no Yabou DS 2,4,2008.0,11,503,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14753,The IdolM@ster: Gravure For You! Vol. 6,17,2012.0,0,349,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14754,Metal Saga: Hagane no Kisetsu,4,2006.0,7,476,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14755,Animaniacs: The Great Edgar Hunt,7,2005.0,4,235,0.02,0.01,0.0,0.0,0.03,65.0,14.0,7.8,4.0,1627,1
14756,SingStar Fussballhits,17,2010.0,3,458,0.0,0.02,0.0,0.01,0.03,70.0,4.0,7.8,4.0,1539,1
14757,Yahari Game Demo Ore no Seishun Love-Kome wa Machigatteiru. Zoku,20,2016.0,1,7,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14758,Dream Club Zero Portable,20,2011.0,9,110,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14759,LEGO Harry Potter: Years 1-4,13,2010.0,0,552,0.02,0.01,0.0,0.0,0.03,79.0,15.0,7.9,55.0,1511,2
14760,Samurai Warriors 2,17,2013.0,0,503,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14761,Bus Simulator 16,13,2016.0,9,51,0.0,0.03,0.0,0.0,0.03,46.0,8.0,6.1,18.0,1381,1
14762,Mystery Trackers: The Void,13,2011.0,5,161,0.0,0.02,0.0,0.0,0.03,70.0,4.0,7.8,4.0,185,1
14763,Diabolik Lovers: Lunatic Parade,20,2016.0,1,233,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14764,Battle Arena Toshinden URA,21,1995.0,2,448,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14765,The Croods: Prehistoric Party!,27,2013.0,3,110,0.01,0.01,0.0,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14766,Betty Boop's Double Shift,4,2007.0,5,569,0.03,0.0,0.0,0.0,0.03,70.0,4.0,7.8,4.0,367,1
14767,Battle vs. Chess,28,2011.0,3,516,0.0,0.02,0.0,0.0,0.03,70.0,4.0,7.8,4.0,1448,7
14768,Biohazard: Revival Selection,28,2011.0,0,85,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14769,Cabela's Big Game Hunter: Pro Hunts,28,2014.0,8,21,0.02,0.0,0.0,0.0,0.03,70.0,4.0,7.3,4.0,278,7
14770,Labyrinth Cross Blood: Infinity,20,2013.0,7,108,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14771,Super Duper Sumos,6,2008.0,0,533,0.02,0.01,0.0,0.0,0.03,57.0,5.0,7.8,4.0,644,1
14772,UK Truck Simulator,13,2010.0,9,139,0.0,0.03,0.0,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14773,CID The Dummy,19,2009.0,4,380,0.02,0.0,0.0,0.0,0.03,41.0,6.0,7.8,4.0,1530,2
14774,MechAssault: Phantom War,4,2006.0,9,298,0.03,0.0,0.0,0.0,0.03,66.0,16.0,4.5,4.0,152,7
14775,Loading Human,18,2016.0,1,168,0.01,0.01,0.0,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14776,The Settlers II 10th Anniversary,13,2006.0,0,528,0.0,0.02,0.0,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14777,The Last Guy,17,2009.0,0,458,0.0,0.0,0.03,0.0,0.03,77.0,33.0,6.9,30.0,1240,2
14778,Disney Sports Soccer,6,2002.0,10,277,0.02,0.01,0.0,0.0,0.03,68.0,5.0,7.8,4.0,815,1
14779,Kangokutou Mary Skelter,20,2016.0,7,98,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14780,101-in-1 Sports Party Megamix,26,2010.0,10,368,0.02,0.0,0.0,0.0,0.03,41.0,7.0,7.8,4.0,1039,2
14781,Akane Iro ni Somaru Saka Parallel,16,2008.0,1,175,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14782,Otome wa Oanesama ni Koi Shiteru Portable: 2-Jin no Elder,19,2011.0,1,30,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14783,Monster Hunter Frontier Online: Forward 1,28,2011.0,7,85,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14784,SingStar Chartbreaker,17,2009.0,3,458,0.0,0.02,0.0,0.01,0.03,70.0,4.0,7.8,4.0,1539,1
14785,Botanicula,13,2012.0,1,115,0.0,0.02,0.0,0.0,0.03,82.0,38.0,8.3,341.0,67,1
14786,D1 Professional Drift Grand Prix Series,16,2005.0,6,566,0.01,0.01,0.0,0.0,0.03,45.0,14.0,7.8,4.0,1652,2
14787,Max Payne,6,2003.0,8,497,0.02,0.01,0.0,0.0,0.03,78.0,33.0,7.8,13.0,959,5
14788,Timeshock! Pro Pinball,15,1998.0,3,143,0.02,0.01,0.0,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14789,Little Bears,4,2009.0,9,421,0.03,0.0,0.0,0.0,0.03,70.0,4.0,7.8,4.0,147,1
14790,Starry ? Sky: In Winter,19,2011.0,3,47,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14791,Rush Hour,15,1997.0,3,415,0.02,0.01,0.0,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14792,Pro Cast Sports Fishing,29,2003.0,10,85,0.02,0.01,0.0,0.0,0.03,49.0,12.0,7.8,4.0,268,1
14793,Gintama: Banji Oku Chuubu!,26,2007.0,0,349,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14794,Pro Evolution Soccer 2012,2,2011.0,0,277,0.02,0.0,0.0,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14795,Saka Agari Hurricane Portable,19,2011.0,1,30,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14796,Negima!? Dream Tactic Yumemiru Otome Princess,16,2007.0,11,277,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14797,Rugby League Live,28,2010.0,10,225,0.0,0.02,0.0,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14798,Star Trek: Tactical Assault,19,2006.0,11,528,0.02,0.0,0.0,0.0,0.03,64.0,15.0,7.9,10.0,1160,1
14799,Cossacks: European Wars,13,2001.0,11,475,0.0,0.02,0.0,0.0,0.03,74.0,16.0,8.6,60.0,572,7
14800,Yuusha Shisu.,20,2016.0,7,364,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14801,MX vs. ATV Supercross,17,2014.0,6,369,0.02,0.01,0.0,0.0,0.03,58.0,4.0,3.5,4.0,1040,1
14802,Dakar 2: The World's Ultimate Rally,7,2003.0,6,17,0.02,0.01,0.0,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14803,Sengoku Basara: Sanada Yukimura-Den,17,2016.0,0,85,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14804,Kisuato,20,2015.0,1,490,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14805,NBA 2K7,29,2006.0,10,497,0.02,0.01,0.0,0.0,0.03,83.0,8.0,8.6,5.0,828,1
14806,Auto Modellista,7,2003.0,6,85,0.02,0.01,0.0,0.0,0.03,62.0,7.0,7.8,4.0,268,1
14807,"Hanayaka Kana, Ware ga Ichizoku Twin Pack",19,2011.0,3,233,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14808,1000 Cooking Recipes from ELLE à table,4,2010.0,3,361,0.0,0.02,0.0,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14809,Greg Hastings' Tournament Paintball Max'd,6,2006.0,8,21,0.02,0.01,0.0,0.0,0.03,70.0,4.0,7.8,4.0,877,2
14810,Dave Mirra Freestyle BMX 3,6,2002.0,10,17,0.02,0.01,0.0,0.0,0.03,78.0,15.0,7.8,4.0,559,1
14811,Himoutou! Umaru-Chan: Himoutou Ikusei Keikaku,20,2015.0,9,167,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14812,Kintaihi Shounen no Jiken: Kyakusen Eris-Gou no Sangeki,4,2009.0,1,102,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14813,XBLAZE Code: Embryo,20,2013.0,1,39,0.01,0.0,0.01,0.0,0.03,43.0,5.0,7.4,24.0,92,5
14814,Eco Creatures: Save The Forest,4,2007.0,1,432,0.03,0.0,0.0,0.0,0.03,55.0,13.0,7.8,4.0,653,1
14815,Frogger: Ancient Shadow,29,2005.0,4,277,0.02,0.01,0.0,0.0,0.03,47.0,11.0,7.8,4.0,681,1
14816,Kaizoku Sentai Gokaiger: Atsumete Henshin! 35 Sentai!,4,2011.0,0,349,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14817,Dragon Tamer: Sound Spirit,4,2007.0,7,349,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14818,Dream Girl Premier,2,2015.0,3,30,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14819,Kiniro no Corda 2 f Encore,19,2009.0,7,503,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14820,La Pucelle: Ragnarok,19,2009.0,7,364,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14821,Darius II,21,1995.0,8,494,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14822,Bleach: Soul Carnival 2,19,2009.0,2,458,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14823,ParaParaParadise,16,2001.0,3,277,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14824,Warhammer: Mark of Chaos,13,2006.0,11,121,0.0,0.02,0.0,0.0,0.03,73.0,32.0,7.4,57.0,205,5
14825,Tiger & Bunny: On-Air Jack!,19,2012.0,0,349,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14826,Eureka Seven AO: Jungfrau no Hanabanatachi,17,2012.0,0,349,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14827,The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%,16,2007.0,2,63,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14828,Warship Gunner 2,16,2006.0,9,503,0.01,0.01,0.0,0.0,0.03,62.0,13.0,8.5,11.0,929,7
14829,Putty Squad,20,2013.0,4,484,0.01,0.01,0.0,0.01,0.03,70.0,4.0,8.2,6.0,1415,2
14830,Gotcha Force,7,2003.0,8,85,0.01,0.0,0.01,0.0,0.03,56.0,24.0,8.2,17.0,268,1
14831,Driver: Parallel Lines,26,2007.0,6,528,0.01,0.01,0.0,0.0,0.03,59.0,9.0,6,20.0,1202,5
14832,Battlefield Vietnam,13,2004.0,8,139,0.0,0.02,0.0,0.0,0.03,84.0,48.0,7.5,133.0,401,7
14833,Rugby League Live,17,2010.0,10,225,0.0,0.02,0.0,0.01,0.03,70.0,4.0,7.8,4.0,1539,1
14834,Secret Files 2: Puritas Cordis,26,2009.0,1,121,0.0,0.02,0.0,0.0,0.03,70.0,6.0,7.8,4.0,381,7
14835,The Perfect Golf,15,1995.0,10,449,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14836,Wrestle Kingdom,16,2006.0,2,566,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14837,Demon Driver: Time to Burn Rubber!,6,2003.0,6,235,0.02,0.01,0.0,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14838,Dead Rising 2,18,2016.0,0,85,0.01,0.0,0.01,0.0,0.03,82.0,4.0,6.6,8.0,222,5
14839,Mojo!,29,2003.0,5,129,0.02,0.01,0.0,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14840,Age of Conan: Rise of the Godslayer,13,2010.0,7,172,0.0,0.02,0.0,0.0,0.03,83.0,14.0,8.4,52.0,562,5
14841,Infinite Stratos 2: Ignition Hearts,17,2014.0,1,7,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14842,Young Justice: Legacy,26,2013.0,0,349,0.0,0.03,0.0,0.0,0.03,70.0,4.0,7.8,4.0,547,7
14843,Steins;Gate 0,17,2015.0,1,7,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14844,The Peanuts Movie: Snoopy's Grand Adventure,2,2015.0,0,21,0.0,0.03,0.0,0.0,0.03,70.0,4.0,8.8,4.0,50,1
14845,Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~,16,2006.0,1,277,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14846,Totally Spies! Totally Party,13,2008.0,3,528,0.0,0.02,0.0,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14847,Nekketsu Kouha Kunio-Kun SP: Rantou Kyousoukyoku,2,2013.0,2,39,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14848,Buffy the Vampire Slayer: Chaos Bleeds,7,2003.0,0,548,0.02,0.01,0.0,0.0,0.03,75.0,18.0,9,9.0,502,7
14849,Brothers Conflict: Passion Pink,19,2012.0,0,233,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14850,Clannad,28,2008.0,1,414,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14851,Kuryuu Youma Gakuenki Recharge,16,2006.0,1,55,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14852,Jet Grind Radio,6,2003.0,0,448,0.02,0.01,0.0,0.0,0.03,74.0,22.0,9.3,6.0,1591,1
14853,Rugby Challenge 3,17,2016.0,10,31,0.0,0.02,0.0,0.0,0.03,70.0,4.0,7.8,4.0,1634,1
14854,Prince of Persia (2008),13,2008.0,0,528,0.0,0.02,0.0,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14855,My Frogger: Toy Trials,4,2006.0,0,277,0.02,0.0,0.0,0.0,0.03,66.0,10.0,7.8,4.0,815,1
14856,Strike Witches: Aoi no Dengekisen - Shin Taichou Funtousuru!,4,2009.0,0,436,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14857,Max Payne 2: The Fall of Max Payne,13,2003.0,8,497,0.0,0.02,0.0,0.0,0.03,86.0,46.0,9,802.0,1206,5
14858,Magicka,13,2011.0,7,392,0.0,0.02,0.0,0.01,0.03,74.0,44.0,7.6,602.0,101,7
14859,Schlag den Raab,13,2010.0,3,349,0.0,0.02,0.0,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14860,Baldur's Gate: Dark Alliance,6,2004.0,7,122,0.02,0.01,0.0,0.0,0.03,76.0,17.0,6.5,11.0,884,7
14861,The Adventures of Lomax,15,1996.0,4,415,0.01,0.01,0.0,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14862,Under the Skin,16,2004.0,0,85,0.01,0.01,0.0,0.0,0.03,55.0,30.0,7.8,4.0,268,7
14863,Emily Archer and the Curse of Tutankhamun,4,2011.0,1,305,0.0,0.02,0.0,0.0,0.03,70.0,4.0,7.8,4.0,901,2
14864,Kabu Trader Shun,4,2007.0,0,85,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14865,Hermie Hopperhead: Scrap Panic,15,1995.0,4,458,0.0,0.0,0.02,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14866,Poy Poy,15,1997.0,0,277,0.01,0.01,0.0,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14867,NHL 07,29,2006.0,10,139,0.02,0.01,0.0,0.0,0.03,75.0,14.0,7.7,6.0,449,2
14868,MX vs. ATV Supercross Encore,30,2015.0,10,369,0.02,0.0,0.0,0.0,0.03,45.0,4.0,7.8,4.0,1171,1
14869,AMNESIA World,20,2014.0,1,233,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
